image_id,ast_tree_count,total_ast_node_count,max_ast_depth,frac_expression_count,sup_expression_count,sub_expression_count,sqrt_expression_count,env_expression_count,bigop_expression_count,accent_expression_count,stackrel_expression_count,textcircled_expression_count,distinct_structure_type_count,structure_combination,total_token_count,distinct_token_count,rare10_token_occurrence_count,rare10_expression_count,has_rare10,english_tokens,digit_tokens,greek_tokens,special_symbol_tokens,operator_tokens,grouping_tokens,structural_tokens,CJK_tokens,punctuation_tokens,layout__alignment_tokens,other__unknown_tokens
20250829-0225-35b5-4745-e35fe5638955_16_162,23,40,1,7,3,6,0,0,0,0,0,0,3,frac+sup+sub,562,108,7,2,True,34,130,2,11,37,39,152,139,18,0,0
20250829-0225-35b5-4745-e35fe5638955_16_52,18,38,2,8,5,5,0,0,0,0,0,0,3,frac+sup+sub,465,64,1,1,True,21,138,0,7,37,47,154,51,10,0,0
20250829-0225-35b5-4745-e35fe5638955_16_55,29,42,2,9,6,6,0,0,0,0,0,0,3,frac+sup+sub,690,98,5,5,True,35,198,0,14,42,33,160,192,16,0,0
20250829-0225-35b5-4745-e35fe5638955_16_79,19,7,2,4,1,0,0,0,0,0,0,0,2,frac+sup,245,61,1,1,True,16,83,0,9,28,22,31,47,9,0,0
20250829-0225-35b5-4745-e35fe5638955_16_97,13,44,2,7,3,2,0,0,0,0,0,0,3,frac+sup+sub,560,84,1,1,True,29,177,0,6,37,36,168,93,14,0,0
20250829-0225-35b5-4745-e35fe5638955_17_120,29,65,2,19,5,1,9,1,0,1,0,0,6,frac+sup+sub+sqrt+env+accent,693,77,2,1,True,79,108,19,60,76,18,284,39,8,2,0
20250829-0225-35b5-4745-e35fe5638955_17_126,15,28,2,6,3,1,5,0,0,2,0,0,5,frac+sup+sub+sqrt+accent,240,45,0,0,False,40,29,4,23,21,6,108,7,2,0,0
20250829-0225-35b5-4745-e35fe5638955_17_157,9,23,2,5,2,0,5,0,0,2,0,0,4,frac+sup+sqrt+accent,181,30,0,0,False,28,16,11,18,16,6,83,1,2,0,0
20250829-0225-35b5-4745-e35fe5638955_17_185,12,16,2,4,3,1,5,0,0,0,0,0,4,frac+sup+sub+sqrt,172,43,0,0,False,30,28,1,15,18,6,58,16,0,0,0
20250829-0225-35b5-4745-e35fe5638955_17_20,14,37,3,8,4,1,7,0,0,1,0,0,5,frac+sup+sub+sqrt+accent,301,45,0,0,False,46,44,0,25,28,4,147,6,1,0,0
20250829-0225-35b5-4745-e35fe5638955_17_77,24,52,2,19,3,1,8,0,0,1,0,0,5,frac+sup+sub+sqrt+accent,560,72,0,0,False,63,74,12,52,50,26,224,47,12,0,0
20250829-0225-35b5-4745-e35fe5638955_17_81,40,68,2,29,0,0,17,1,0,1,0,0,4,frac+sqrt+env+accent,690,71,0,0,False,66,94,23,60,58,24,305,53,6,1,0
20250829-0225-35b5-4745-e35fe5638955_17_98,15,20,2,6,1,1,8,0,0,1,0,0,5,frac+sup+sub+sqrt+accent,211,46,0,0,False,35,24,1,35,17,8,76,13,2,0,0
20250829-0225-35b5-4745-e35fe5638955_19_10,26,52,2,18,12,1,0,1,0,0,0,0,4,frac+sup+sub+env,820,73,0,0,False,103,128,0,35,103,98,230,98,23,2,0
20250829-0225-35b5-4745-e35fe5638955_19_174,27,56,2,21,12,1,0,1,0,0,0,0,4,frac+sup+sub+env,905,91,4,4,True,102,171,8,33,119,99,249,107,16,1,0
20250829-0225-35b5-4745-e35fe5638955_19_180,7,10,1,2,3,0,0,0,0,0,0,0,2,frac+sup,125,30,0,0,False,16,24,0,6,21,8,42,6,2,0,0
20250829-0225-35b5-4745-e35fe5638955_19_99,32,54,2,16,15,2,0,1,0,0,0,3,5,frac+sup+sub+env+textcircled,745,76,0,0,False,98,121,1,32,94,85,209,90,14,1,0
20250829-0943-432b-04de-e316f5467146_15_163,13,8,1,3,0,0,0,1,0,0,0,2,3,frac+env+textcircled,175,41,0,0,False,31,38,0,6,37,10,40,7,2,4,0
20250829-0943-432b-04de-e316f5467146_15_188,32,7,1,3,0,0,0,2,0,0,0,2,3,frac+env+textcircled,258,50,0,0,False,51,49,0,17,58,16,37,26,2,2,0
20250829-0943-432b-04de-e316f5467146_15_191,8,8,1,2,0,0,0,1,0,0,0,3,3,frac+env+textcircled,156,45,0,0,False,20,32,0,4,29,10,40,15,2,4,0
20250829-0943-432b-04de-e316f5467146_15_195,18,4,1,3,0,0,0,0,0,0,0,1,2,frac+textcircled,135,33,0,0,False,25,30,0,11,33,12,18,3,3,0,0
20250829-0943-432b-04de-e316f5467146_16_146,36,62,2,17,17,0,0,4,0,0,0,3,4,frac+sup+env+textcircled,767,65,1,1,True,91,132,0,46,99,83,260,43,6,7,0
20250829-0943-432b-04de-e316f5467146_16_19,26,25,2,11,7,0,0,4,0,0,0,0,3,frac+sup+env,428,52,1,1,True,55,82,0,14,69,42,119,37,2,8,0
20250829-0943-432b-04de-e316f5467146_16_47,25,33,2,11,6,0,0,0,0,0,0,4,3,frac+sup+textcircled,450,52,0,0,False,53,102,0,13,73,38,137,27,7,0,0
20250829-0943-432b-04de-e316f5467146_16_91,12,8,1,3,5,0,0,0,0,0,0,0,2,frac+sup,142,38,1,1,True,23,25,0,10,21,16,30,16,1,0,0
20250829-0943-432b-04de-e316f5467146_17_03,25,86,2,1,18,8,0,0,0,0,0,0,3,frac+sup+sub,724,42,0,0,False,111,147,0,9,125,55,260,17,0,0,0
20250829-0943-432b-04de-e316f5467146_17_100,19,29,1,7,6,1,0,0,0,0,0,0,3,frac+sup+sub,367,50,0,0,False,52,84,0,9,62,34,113,11,2,0,0
20250829-0943-432b-04de-e316f5467146_17_103,12,14,1,4,3,0,0,0,0,0,0,0,2,frac+sup,209,41,0,0,False,36,39,0,4,41,22,50,16,1,0,0
20250829-0943-432b-04de-e316f5467146_17_107,13,17,1,2,6,1,0,0,0,0,0,0,3,frac+sup+sub,287,39,0,0,False,61,47,0,7,49,54,55,13,1,0,0
20250829-0943-432b-04de-e316f5467146_17_108,8,12,1,0,4,0,0,0,0,0,0,0,1,sup,154,27,0,0,False,31,24,0,3,28,24,36,7,1,0,0
20250829-0943-432b-04de-e316f5467146_17_12,14,26,2,5,7,1,0,0,0,0,0,0,3,frac+sup+sub,309,37,0,0,False,50,55,4,4,56,38,92,6,4,0,0
20250829-0943-432b-04de-e316f5467146_17_41,6,6,1,1,1,0,0,0,0,0,0,0,2,frac+sup,106,29,0,0,False,17,17,0,3,19,18,22,10,0,0,0
20250829-0943-432b-04de-e316f5467146_17_43,7,6,1,0,2,0,0,0,0,0,0,0,1,sup,96,23,0,0,False,18,14,0,5,19,16,18,6,0,0,0
20250829-0943-432b-04de-e316f5467146_18_113,30,94,2,13,17,6,0,1,0,0,0,0,4,frac+sup+sub+env,870,60,0,0,False,122,173,0,27,112,70,327,32,6,1,0
20250829-0943-432b-04de-e316f5467146_18_115,12,7,2,3,2,0,0,0,0,0,0,0,2,frac+sup,136,29,0,0,False,33,19,0,7,22,16,29,9,1,0,0
20250829-0943-432b-04de-e316f5467146_18_126,19,78,2,6,8,8,0,3,0,0,0,0,4,frac+sup+sub+env,701,52,0,0,False,79,133,0,15,88,70,278,25,9,4,0
20250829-0943-432b-04de-e316f5467146_18_40,24,78,2,6,9,8,0,2,0,0,0,2,5,frac+sup+sub+env+textcircled,715,47,0,0,False,90,142,0,14,98,81,266,21,1,2,0
20250829-0943-432b-04de-e316f5467146_18_43,30,71,2,8,12,12,0,0,0,0,0,0,3,frac+sup+sub,681,44,0,0,False,104,130,0,16,89,80,235,18,9,0,0
20250829-0943-432b-04de-e316f5467146_19_14,59,52,2,25,15,4,1,0,0,0,0,3,5,frac+sup+sub+sqrt+textcircled,783,54,0,0,False,140,179,1,8,174,44,212,23,2,0,0
20250829-0943-432b-04de-e316f5467146_19_171,6,5,1,0,3,2,0,0,0,0,0,0,2,sup+sub,67,23,0,0,False,11,18,0,2,15,4,15,1,1,0,0
20250829-0943-432b-04de-e316f5467146_19_193,37,20,1,3,13,0,0,0,0,0,0,3,3,frac+sup+textcircled,411,48,0,0,False,72,106,2,2,108,34,66,19,2,0,0
20250829-0943-432b-04de-e316f5467146_19_44,34,47,4,11,16,2,3,1,0,0,0,9,6,frac+sup+sub+sqrt+env+textcircled,651,53,0,0,False,90,133,1,36,125,56,170,22,17,1,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.15_127,9,6,1,4,1,0,0,0,0,0,0,0,2,frac+sup,106,21,0,0,False,0,31,0,6,27,6,28,7,1,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.15_150,15,27,2,10,5,1,1,0,0,0,0,0,4,frac+sup+sub+sqrt,275,27,0,0,False,0,73,0,8,44,20,117,9,4,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.15_30,16,37,2,9,6,5,1,0,0,0,0,0,4,frac+sup+sub+sqrt,343,27,0,0,False,0,96,0,11,47,30,155,0,4,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.15_94,25,57,2,14,12,2,4,0,0,0,0,7,5,frac+sup+sub+sqrt+textcircled,526,56,4,2,True,18,121,0,18,69,38,231,26,5,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.16_02,30,63,2,16,1,12,0,2,0,0,0,0,4,frac+sup+sub+env,714,66,0,0,False,80,119,0,34,75,87,249,57,11,2,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.16_106,8,7,2,3,0,2,0,2,0,0,0,0,3,frac+sub+env,145,42,0,0,False,20,20,0,6,27,16,37,14,3,2,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.16_136,17,42,2,13,1,8,0,1,0,0,0,5,5,frac+sup+sub+env+textcircled,539,48,0,0,False,70,85,0,23,75,62,191,24,6,3,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.16_93,19,27,1,10,1,8,0,1,0,0,0,0,4,frac+sup+sub+env,410,49,2,2,True,57,66,0,20,54,56,124,21,11,1,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_06,16,17,2,5,6,0,3,0,0,0,0,0,3,frac+sup+sqrt,226,46,0,0,False,36,42,0,7,43,15,65,15,3,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_104,10,7,1,3,2,0,0,0,0,0,0,0,2,frac+sup,138,41,0,0,False,25,22,0,5,28,16,31,9,2,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_111,19,24,2,7,5,0,3,0,0,0,0,0,3,frac+sup+sqrt,309,49,0,0,False,50,56,0,13,57,18,98,16,1,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_39,26,42,2,11,7,3,4,4,0,0,0,3,6,frac+sup+sub+sqrt+env+textcircled,729,77,2,2,True,95,124,0,38,121,64,180,68,33,6,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_41,26,27,2,8,5,0,6,0,0,0,0,0,3,frac+sup+sqrt,403,65,0,0,False,62,71,0,15,74,28,109,37,7,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_53,7,5,1,2,1,0,0,0,0,0,0,0,2,frac+sup,89,34,0,0,False,15,11,0,2,13,10,23,11,4,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_86,49,67,2,22,12,6,5,0,0,0,0,0,4,frac+sup+sub+sqrt,736,73,0,0,False,103,144,0,24,100,36,269,57,3,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.17_98,31,32,2,10,7,0,6,2,0,0,0,2,5,frac+sup+sqrt+env+textcircled,456,74,0,0,False,70,81,0,14,81,24,132,42,10,2,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_02,10,8,1,0,1,4,0,0,0,0,0,0,2,sup+sub,196,43,0,0,False,30,32,0,12,21,34,38,26,3,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_03,14,37,2,2,4,9,1,0,0,0,0,0,4,frac+sup+sub+sqrt,403,48,0,0,False,58,80,0,37,43,44,119,17,5,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_09,5,5,1,0,0,2,0,0,0,0,0,0,1,sub,94,27,0,0,False,15,19,0,8,10,16,15,8,3,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_28,28,41,2,8,7,9,3,0,0,0,0,0,4,frac+sup+sub+sqrt,593,57,0,0,False,96,110,0,35,78,64,167,29,14,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_33,13,39,2,3,10,11,3,0,0,0,0,0,4,frac+sup+sub+sqrt,320,37,0,0,False,40,62,0,18,35,34,127,2,2,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_34,16,12,1,2,0,5,0,0,0,0,0,0,2,frac+sub,218,33,0,0,False,16,56,0,15,39,36,42,11,3,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_38,24,37,2,3,6,11,4,0,0,0,0,0,4,frac+sup+sub+sqrt,446,48,0,0,False,70,94,0,36,62,52,119,7,6,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.18_39,21,54,2,6,9,15,3,0,0,0,0,0,4,frac+sup+sub+sqrt,644,55,0,0,False,81,136,0,56,83,76,176,26,10,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.19_108,40,127,3,10,21,14,0,0,0,0,0,0,3,frac+sup+sub,1044,63,0,0,False,197,150,3,27,135,76,409,40,7,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.19_109,32,102,3,12,14,6,3,1,0,0,0,0,5,frac+sup+sub+sqrt+env,931,56,2,1,True,137,172,2,39,126,72,355,23,4,1,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.19_23,8,8,2,4,3,0,0,0,0,0,0,0,2,frac+sup,148,35,0,0,False,23,25,0,6,22,16,34,22,0,0,0
20250829-0948-50a2-07a3-7a4185010420_%e4%b8%80.19_73,29,110,3,6,15,13,0,1,0,0,0,3,5,frac+sup+sub+env+textcircled,816,58,0,0,False,132,124,1,18,88,70,351,23,8,1,0
20250901-2343-4757-927b-89dd1c171615_16_109,12,7,1,1,5,0,0,0,0,0,0,0,2,frac+sup,155,42,0,0,False,53,15,1,27,13,2,23,19,2,0,0
20250901-2343-4757-927b-89dd1c171615_16_36,23,63,3,2,3,6,7,2,0,6,0,0,6,frac+sup+sub+sqrt+env+accent,781,97,2,2,True,161,102,3,50,57,32,221,116,37,2,0
20250901-2343-4757-927b-89dd1c171615_16_84,9,25,2,3,2,0,5,0,0,3,0,0,4,frac+sup+sqrt+accent,385,70,0,0,False,97,47,3,30,30,20,89,52,17,0,0
20250901-2343-4757-927b-89dd1c171615_16_88,16,39,2,2,2,0,5,2,0,5,0,2,6,frac+sup+sqrt+env+accent+textcircled,533,96,1,1,True,131,52,1,42,42,14,139,88,22,2,0
20250901-2343-4757-927b-89dd1c171615_17_17,15,38,2,9,6,4,0,0,0,0,0,2,4,frac+sup+sub+textcircled,498,87,7,3,True,58,109,0,3,47,36,152,83,10,0,0
20250901-2343-4757-927b-89dd1c171615_17_58,16,17,2,7,1,2,0,0,0,0,0,2,4,frac+sup+sub+textcircled,320,76,6,4,True,11,97,0,8,27,16,75,81,5,0,0
20250901-2343-4757-927b-89dd1c171615_17_68,20,52,2,7,6,9,1,0,0,0,0,4,5,frac+sup+sub+sqrt+textcircled,492,66,13,5,True,63,81,0,14,40,40,186,61,7,0,0
20250901-2343-4757-927b-89dd1c171615_17_94,2,5,2,2,2,0,0,0,0,0,0,0,2,frac+sup,76,24,0,0,False,14,18,0,0,11,12,19,1,1,0,0
20250901-2343-4757-927b-89dd1c171615_19_12,23,20,1,2,12,0,0,3,0,0,0,3,4,frac+sup+env+textcircled,382,42,0,0,False,76,42,0,20,43,64,79,46,9,3,0
20250901-2343-4757-927b-89dd1c171615_19_123,20,22,2,5,7,0,0,0,0,0,0,4,3,frac+sup+textcircled,402,42,0,0,False,81,46,0,21,57,42,78,59,18,0,0
20250901-2343-4757-927b-89dd1c171615_19_16,22,21,2,3,11,0,0,0,0,0,0,6,3,frac+sup+textcircled,461,82,2,2,True,62,48,0,18,48,56,75,128,26,0,0
20250901-2343-4757-927b-89dd1c171615_19_25,3,4,1,2,2,0,0,0,0,0,0,0,2,frac+sup,61,19,0,0,False,16,7,0,1,13,6,16,1,1,0,0
20250901-2343-4757-927b-89dd1c171615_19_26,23,67,2,13,6,6,0,2,0,0,0,5,5,frac+sup+sub+env+textcircled,723,57,0,0,False,109,109,0,28,88,86,251,39,11,2,0
20250901-2343-4757-927b-89dd1c171615_19_59,13,8,2,2,4,1,0,0,0,0,0,0,3,frac+sup+sub,201,33,0,0,False,36,25,0,13,28,30,28,33,8,0,0
20250901-2343-4757-927b-89dd1c171615_19_73,19,14,2,3,5,2,0,0,0,0,0,4,4,frac+sup+sub+textcircled,250,39,0,0,False,38,31,1,11,35,30,48,37,19,0,0
20250901-2343-4757-927b-89dd1c171615_19_90,2,4,1,2,2,0,0,0,0,0,0,0,2,frac+sup,55,19,0,0,False,13,5,0,3,8,8,16,1,1,0,0
20250903-1336-5488-d68d-1fe9c9911732_15_124,15,50,2,14,0,15,0,0,0,0,0,0,2,frac+sub,390,36,0,0,False,57,61,0,11,35,10,196,15,5,0,0
20250903-1336-5488-d68d-1fe9c9911732_15_58,27,106,3,22,4,19,0,1,0,0,0,2,5,frac+sup+sub+env+textcircled,903,52,0,0,False,121,141,0,17,111,42,443,20,7,1,0
20250903-1336-5488-d68d-1fe9c9911732_15_88,11,34,2,7,1,7,0,0,0,0,0,0,3,frac+sup+sub,349,51,1,1,True,41,53,0,15,26,24,138,45,7,0,0
20250903-1336-5488-d68d-1fe9c9911732_15_92,5,10,2,3,1,3,0,0,0,0,0,0,3,frac+sup+sub,108,33,0,0,False,19,11,0,6,11,10,40,8,3,0,0
20250903-1336-5488-d68d-1fe9c9911732_16_132,38,71,3,4,0,25,1,2,0,7,0,0,5,frac+sub+sqrt+env+accent,777,93,0,0,False,169,110,2,42,50,32,245,92,33,2,0
20250903-1336-5488-d68d-1fe9c9911732_16_186,23,48,2,2,0,13,4,2,0,7,0,0,5,frac+sub+sqrt+env+accent,644,75,0,0,False,103,103,1,43,37,36,197,80,41,3,0
20250903-1336-5488-d68d-1fe9c9911732_16_196,39,96,2,8,0,26,0,4,0,13,0,1,5,frac+sub+env+accent+textcircled,1137,86,0,0,False,175,185,2,62,90,68,380,105,62,8,0
20250903-1336-5488-d68d-1fe9c9911732_16_30,9,23,1,0,0,8,0,0,0,0,0,0,1,sub,188,34,0,0,False,61,24,0,4,8,2,71,17,1,0,0
20250903-1336-5488-d68d-1fe9c9911732_17_109,23,60,2,21,9,1,9,1,0,0,0,0,5,frac+sup+sub+sqrt+env,529,44,0,0,False,61,83,11,57,54,10,247,3,2,1,0
20250903-1336-5488-d68d-1fe9c9911732_17_15,18,46,2,15,3,1,10,0,0,0,0,0,4,frac+sup+sub+sqrt,405,46,0,0,False,61,50,7,34,43,12,182,12,4,0,0
20250903-1336-5488-d68d-1fe9c9911732_17_20,17,57,2,15,6,1,11,0,0,0,0,0,4,frac+sup+sub+sqrt,484,56,0,0,False,57,71,5,40,44,10,225,25,7,0,0
20250903-1336-5488-d68d-1fe9c9911732_17_47,18,105,3,15,8,1,14,0,0,0,0,0,4,frac+sup+sub+sqrt,749,44,0,0,False,90,117,1,25,80,13,407,15,1,0,0
20250903-1336-5488-d68d-1fe9c9911732_17_60,7,22,3,4,2,0,4,0,0,0,0,0,3,frac+sup+sqrt,167,30,0,0,False,15,26,1,20,15,2,86,1,1,0,0
20250903-1336-5488-d68d-1fe9c9911732_18_112,43,110,3,16,11,30,7,0,0,0,0,3,5,frac+sup+sub+sqrt+textcircled,991,64,2,2,True,119,225,0,46,108,32,398,56,7,0,0
20250903-1336-5488-d68d-1fe9c9911732_18_137,7,5,2,2,1,0,0,0,0,0,0,0,2,frac+sup,84,35,0,0,False,10,15,0,6,10,4,21,16,2,0,0
20250903-1336-5488-d68d-1fe9c9911732_18_183,22,129,3,11,4,15,4,3,0,0,0,4,6,frac+sup+sub+sqrt+env+textcircled,927,77,0,0,False,110,157,0,23,70,60,441,46,15,5,0
20250903-1336-5488-d68d-1fe9c9911732_18_29,27,110,2,4,12,17,5,0,0,0,0,8,5,frac+sup+sub+sqrt+textcircled,855,64,1,1,True,109,151,0,66,64,24,392,37,12,0,0
20250903-1336-5488-d68d-1fe9c9911732_19_107,17,23,1,11,6,2,0,0,0,0,0,0,3,frac+sup+sub,374,49,0,0,False,71,39,0,27,42,50,99,39,7,0,0
20250903-1336-5488-d68d-1fe9c9911732_19_126,19,16,1,6,9,0,0,0,0,0,0,0,2,frac+sup,364,59,4,4,True,83,31,0,23,36,68,62,60,1,0,0
20250903-1336-5488-d68d-1fe9c9911732_19_129,8,7,1,3,4,0,0,0,0,0,0,0,2,frac+sup,133,32,0,0,False,24,13,0,14,12,24,27,14,5,0,0
20250903-1336-5488-d68d-1fe9c9911732_19_169,21,45,1,9,9,6,0,0,0,0,0,0,3,frac+sup+sub,596,54,0,0,False,98,72,6,51,54,66,169,51,29,0,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.16_131,24,41,3,9,7,1,9,1,0,0,0,0,5,frac+sup+sub+sqrt+env,518,63,1,1,True,87,74,27,56,57,22,167,21,6,1,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.16_175,8,6,1,1,2,0,3,0,0,0,0,0,3,frac+sup+sqrt,101,39,0,0,False,25,13,1,15,9,4,20,12,2,0,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.16_179,6,6,2,3,0,0,2,0,0,0,0,0,2,frac+sqrt,83,29,0,0,False,18,9,3,10,7,4,26,6,0,0,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.16_60,20,23,2,8,6,1,2,0,0,0,0,0,4,frac+sup+sub+sqrt,378,58,0,0,False,132,23,3,53,29,4,91,34,9,0,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.16_79,16,38,2,8,4,1,8,0,0,0,0,0,4,frac+sup+sub+sqrt,392,70,0,0,False,71,51,2,20,26,12,138,67,5,0,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.17_188,33,144,2,5,0,28,5,1,0,4,0,0,5,frac+sub+sqrt+env+accent,1203,102,0,0,False,188,190,2,56,67,34,502,123,39,2,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.17_24,47,122,3,7,10,25,8,0,0,0,0,0,4,frac+sup+sub+sqrt,1042,88,0,0,False,176,191,2,40,91,26,406,81,29,0,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.17_79,24,125,2,6,1,22,3,1,0,3,0,0,6,frac+sup+sub+sqrt+env+accent,956,81,0,0,False,161,156,2,51,54,25,418,66,22,1,0
20250904-0316-3901-ffa0-f534d0588492_%e4%b8%89.17_96,5,17,1,0,0,4,0,0,0,0,0,0,1,sub,104,20,0,0,False,19,18,0,2,5,2,51,6,1,0,0
20250904-0321-09d8-4883-11af53938495_16_00,35,61,2,19,16,2,7,0,0,0,0,0,4,frac+sup+sub+sqrt,681,70,1,1,True,99,91,0,32,77,61,241,65,15,0,0
20250904-0321-09d8-4883-11af53938495_16_01,6,7,2,2,3,0,0,0,0,0,0,0,2,frac+sup,110,32,0,0,False,15,23,0,4,21,12,27,7,1,0,0
20250904-0321-09d8-4883-11af53938495_16_106,21,28,2,11,6,1,0,0,0,0,0,0,3,frac+sup+sub,397,46,0,0,False,71,52,0,29,53,51,114,20,7,0,0
20250904-0321-09d8-4883-11af53938495_16_81,26,51,2,11,13,2,10,0,0,0,0,0,4,frac+sup+sub+sqrt,568,60,0,0,False,96,72,0,33,72,72,187,30,6,0,0
20250904-0321-09d8-4883-11af53938495_17_00,51,77,2,20,27,2,0,2,0,0,0,12,5,frac+sup+sub+env+textcircled,1049,62,0,0,False,160,244,4,36,176,96,289,28,14,2,0
20250904-0321-09d8-4883-11af53938495_17_117,32,33,2,7,16,1,1,2,0,0,0,0,5,frac+sup+sub+sqrt+env,524,43,0,0,False,85,134,3,12,104,50,127,1,6,2,0
20250904-0321-09d8-4883-11af53938495_17_172,52,83,3,24,27,8,5,0,0,0,0,5,5,frac+sup+sub+sqrt+textcircled,1081,81,0,0,False,143,278,2,43,176,54,313,63,9,0,0
20250904-0321-09d8-4883-11af53938495_17_191,13,11,2,4,3,0,0,1,0,0,0,0,3,frac+sup+env,246,60,0,0,False,34,47,0,11,38,24,52,29,10,1,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_01,20,35,2,5,8,1,8,0,0,0,0,0,4,frac+sup+sub+sqrt,350,39,1,1,True,74,54,2,38,45,12,121,4,0,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_110,13,31,2,5,4,1,6,0,0,0,0,0,4,frac+sup+sub+sqrt,320,38,0,0,False,62,49,0,40,46,8,113,1,1,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_115,13,17,1,2,4,1,5,0,0,2,0,0,5,frac+sup+sub+sqrt+accent,195,42,0,0,False,41,21,2,34,18,12,59,6,2,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_147,15,38,2,7,5,2,6,0,0,0,0,0,4,frac+sup+sub+sqrt,403,47,0,0,False,74,57,3,46,47,12,152,8,4,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_149,23,56,2,8,9,1,7,1,0,0,0,0,5,frac+sup+sub+sqrt+env,618,62,0,0,False,105,101,8,62,83,20,213,17,8,1,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_18,15,22,3,4,3,1,6,0,0,0,0,0,4,frac+sup+sub+sqrt,238,50,1,1,True,39,31,2,22,25,10,78,25,6,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_29,22,36,2,3,9,1,8,0,0,0,0,0,4,frac+sup+sub+sqrt,432,55,1,1,True,77,78,2,45,59,10,129,28,4,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.15_34,24,56,3,6,9,1,9,1,0,0,0,0,5,frac+sup+sub+sqrt+env,605,56,0,0,False,110,99,2,73,77,16,217,7,3,1,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.16_116,20,10,1,0,9,0,0,0,0,0,0,0,1,sup,310,60,0,0,False,49,50,0,22,46,50,30,44,19,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.16_196,21,11,1,0,8,0,0,0,0,0,0,0,1,sup,430,78,2,2,True,67,64,0,21,57,72,33,97,19,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.16_29,17,13,1,0,9,2,0,0,0,0,0,0,2,sup+sub,264,46,0,0,False,44,52,0,10,44,42,39,26,7,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.16_31,18,14,1,0,10,2,0,0,0,0,0,0,2,sup+sub,264,45,0,0,False,46,51,0,15,47,32,42,28,3,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.17_118,15,29,2,10,4,2,3,0,0,0,0,0,4,frac+sup+sub+sqrt,377,61,1,1,True,42,51,18,16,39,44,127,33,7,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.17_141,22,74,3,20,3,0,4,0,0,0,0,0,3,frac+sup+sqrt,823,67,0,0,False,53,127,41,36,96,80,338,39,13,0,0
20250906-0057-2468-ab37-0e47ba776166_%e4%ba%8c.17_196,22,53,2,20,4,2,4,0,0,0,0,0,4,frac+sup+sub+sqrt,659,68,1,1,True,53,96,41,31,71,68,245,47,7,0,0
