image_id,ast_tree_count,total_ast_node_count,max_ast_depth,frac_expression_count,sup_expression_count,sub_expression_count,sqrt_expression_count,env_expression_count,bigop_expression_count,accent_expression_count,stackrel_expression_count,textcircled_expression_count,distinct_structure_type_count,structure_combination,total_token_count,distinct_token_count,rare10_token_occurrence_count,rare10_expression_count,has_rare10,english_tokens,digit_tokens,greek_tokens,special_symbol_tokens,operator_tokens,grouping_tokens,structural_tokens,CJK_tokens,punctuation_tokens,layout__alignment_tokens,other__unknown_tokens
20231227-0150-137b-bd60-513cf3771089_c037b384-fc41-4c3d-a63a-a74f64b8f234_3分,8,37,2,4,4,6,0,1,0,0,0,0,4,frac+sup+sub+env,300,46,0,0,False,39,50,0,4,30,14,138,22,2,1,0
20231227-0150-137b-bd60-513cf3771089_d134f856-0b30-4bfd-b098-eb2144400ecb_6分,20,48,2,6,7,14,0,0,0,0,0,0,3,frac+sup+sub,402,46,0,0,False,73,70,0,1,51,24,158,22,3,0,0
20231227-0150-137b-bd60-513cf3771089_d189c302-a805-48a4-96bc-e056ecd215d8_3分,22,71,2,6,6,20,0,1,0,0,0,0,4,frac+sup+sub+env,655,68,0,0,False,102,114,0,19,96,36,236,46,5,1,0
20231227-0150-137b-bd60-513cf3771089_d6720e93-5121-4195-8239-08c6ee129016_5分,15,59,1,11,4,11,0,0,0,0,0,0,3,frac+sup+sub,463,41,0,0,False,68,76,0,6,52,26,217,16,2,0,0
20231227-0748-102b-34dd-f08402366800_20b5c14b-bc0d-4c1b-9b3d-5bad2e22ba13_8分,17,70,2,3,2,16,7,0,0,0,0,0,4,frac+sup+sub+sqrt,529,60,1,1,True,119,86,0,17,42,4,218,40,3,0,0
20231227-0748-102b-34dd-f08402366800_65acd126-a7d4-477e-8dd8-d227bdea453e_4分,6,10,1,0,0,4,1,0,0,0,0,0,2,sub+sqrt,128,36,0,0,False,43,14,0,6,11,2,30,17,5,0,0
20231227-0748-102b-34dd-f08402366800_6de37041-4673-48ac-a7a5-056cd404c3ce_12分,16,34,2,2,2,12,4,0,0,0,0,0,4,frac+sup+sub+sqrt,269,32,0,0,False,68,45,0,9,30,4,108,5,0,0,0
20231227-0748-102b-34dd-f08402366800_85d46503-5808-49f6-ad3e-d2ab257a787f_12分,16,52,2,2,2,9,9,0,0,0,0,0,4,frac+sup+sub+sqrt,473,59,0,0,False,126,76,0,20,45,14,160,29,3,0,0
20231227-0748-102b-34dd-f08402366800_bb36e556-5afc-41fd-8b34-dab454ba8ec6_6分,8,4,1,0,0,4,0,0,0,0,0,0,1,sub,90,32,0,0,False,40,6,0,6,10,0,12,14,2,0,0
20231227-0748-102b-34dd-f08402366800_be595183-4b6c-4bbe-b111-8c92e848146e_12分,18,53,2,2,3,15,5,0,0,0,0,0,4,frac+sup+sub+sqrt,446,59,0,0,False,111,73,0,27,37,6,163,27,2,0,0
20231227-0748-102b-34dd-f08402366800_dcac46e2-129c-470c-965d-aea1919d9f48_4分,9,14,1,0,0,8,0,0,0,0,0,0,1,sub,145,34,0,0,False,44,16,0,12,8,4,42,19,0,0,0
20231227-0748-102b-34dd-f08402366800_f744a3ae-7e85-450c-b933-947cabcedd30_8分,26,111,2,6,6,21,4,0,0,0,0,2,5,frac+sup+sub+sqrt+textcircled,841,59,0,0,False,179,142,0,21,79,10,361,40,9,0,0
20231229-0319-17b6-1c26-6d4fd0686454_2defc94f-dddf-496f-a0df-6c70f103d395_6分,7,5,2,2,2,0,0,0,0,0,0,0,2,frac+sup,113,24,0,0,False,27,7,0,9,18,24,19,7,2,0,0
20231229-0319-17b6-1c26-6d4fd0686454_a44a3cab-28e7-4ce3-96d7-3c75bff470b7_12分,37,77,2,5,20,11,0,0,0,0,0,0,3,frac+sup+sub,722,61,1,1,True,132,89,1,31,89,68,247,56,9,0,0
20231229-0319-17b6-1c26-6d4fd0686454_d3926e49-b53e-416a-bc18-65ba6fe6a4aa_12分,22,52,2,5,12,7,0,0,0,0,0,0,3,frac+sup+sub,465,44,0,0,False,65,74,1,15,52,60,172,22,4,0,0
20231229-0319-17b6-1c26-6d4fd0686454_f1db7594-d0c2-4aa4-b33f-c6629bd6366e_6分,37,44,2,8,14,0,0,0,0,0,0,3,3,frac+sup+textcircled,575,78,2,1,True,88,97,0,8,93,54,150,75,10,0,0
20240102-0721-2177-3a5a-d03ba8192762_04a89dca-6e5e-4279-b798-20238673de8a_8分,29,70,3,10,4,3,7,1,0,2,1,0,7,frac+sup+sub+sqrt+env+accent+stackrel,924,92,0,0,False,243,114,1,84,77,16,284,76,25,4,0
20240102-0721-2177-3a5a-d03ba8192762_1482e240-8252-4e4c-8cf2-baf365dd440f_9分,33,34,3,8,2,0,9,1,0,2,0,0,5,frac+sup+sqrt+env+accent,468,83,0,0,False,100,60,2,28,35,22,145,54,21,1,0
20240102-0721-2177-3a5a-d03ba8192762_56c115a7-43eb-43aa-b559-b302dc17dcd0_4分,14,3,1,0,3,0,0,0,0,0,0,0,1,sup,144,40,0,0,False,67,9,0,18,14,4,9,20,3,0,0
20240102-0721-2177-3a5a-d03ba8192762_86011708-a2b9-448d-a961-8053942c03aa_3分,16,0,0,0,0,0,0,0,0,0,0,0,0,,201,54,0,0,False,68,24,0,15,16,18,6,39,15,0,0
20240102-0721-2177-3a5a-d03ba8192762_9298eda9-81f7-4764-b34e-941d8b8ec6c9_2分,11,2,1,1,0,0,0,0,0,0,0,0,1,frac,123,36,0,0,False,61,1,0,11,10,2,10,25,3,0,0
20240102-0721-2177-3a5a-d03ba8192762_961f808f-7a9b-489f-9419-f73f9de4f46a_10分,14,56,3,7,3,0,8,6,0,4,0,0,5,frac+sup+sqrt+env+accent,700,83,0,0,False,162,69,1,43,50,24,273,44,22,12,0
20240102-0721-2177-3a5a-d03ba8192762_bf904037-e1b1-470b-8854-a49eb6bb9979_7分,52,56,2,5,8,3,6,3,0,7,0,0,6,frac+sup+sub+sqrt+env+accent,939,103,1,1,True,281,81,0,89,81,30,237,106,31,3,0
20240102-0721-2177-3a5a-d03ba8192762_e96f3db0-3f00-472e-ac7b-fe98eaadc152_7分,22,33,2,6,3,0,11,0,0,3,0,0,4,frac+sup+sqrt+accent,443,73,0,0,False,108,53,0,28,38,22,131,41,22,0,0
20240102-1250-120e-73c5-c67ce5672198_11166a87-7602-4d07-a028-875c89276a9c_1分,6,23,2,4,4,0,1,0,0,0,0,0,3,frac+sup+sqrt,154,28,0,0,False,12,27,0,2,11,2,93,7,0,0,0
20240102-1250-120e-73c5-c67ce5672198_225a2fb8-b121-4b93-a765-567386d47b2e_8分,30,84,3,17,14,11,1,2,0,0,0,0,5,frac+sup+sub+sqrt+env,711,63,0,0,False,103,139,1,9,71,35,328,15,8,2,0
20240102-1250-120e-73c5-c67ce5672198_241d5cbf-db1d-4512-854f-d5559b545fc6_10分,34,137,3,21,18,11,0,3,0,0,0,4,5,frac+sup+sub+env+textcircled,1256,77,1,1,True,184,237,0,36,133,66,535,49,12,4,0
20240102-1250-120e-73c5-c67ce5672198_2f2953bc-abcb-4fb6-a13a-803ce45e0965_5分,12,35,2,5,8,2,1,1,0,0,0,0,5,frac+sup+sub+sqrt+env,295,42,0,0,False,46,63,0,3,34,12,126,8,2,1,0
20240102-1250-120e-73c5-c67ce5672198_3ba6bc8d-af3c-4cf7-a8fc-24d0f090ad4a_1分,4,18,3,2,4,0,0,1,0,0,0,0,3,frac+sup+env,136,35,0,0,False,11,26,0,2,10,4,71,9,2,1,0
20240102-1250-120e-73c5-c67ce5672198_3ca24b63-1c53-47f2-86b1-c74a8102780b_1分,9,21,2,5,3,0,1,0,0,0,0,0,3,frac+sup+sqrt,162,38,0,0,False,15,27,0,4,11,6,79,15,5,0,0
20240102-1250-120e-73c5-c67ce5672198_8afc51a8-9635-4674-bddd-40b078767411_5分,15,85,3,9,5,5,1,3,0,0,0,0,5,frac+sup+sub+sqrt+env,789,83,0,0,False,131,116,3,15,65,24,377,35,14,9,0
20240102-1250-120e-73c5-c67ce5672198_dbf2f9ee-4390-4803-980a-a44fc3dc486e_5分,39,135,2,14,18,21,3,2,0,0,0,0,5,frac+sup+sub+sqrt+env,1031,76,2,2,True,136,224,0,29,92,38,461,35,14,2,0
20240107-0503-47cb-d452-2a239a553311_22988e43-3f18-44ae-aa89-fee1734cf095_2分,9,45,2,7,8,6,0,2,6,0,0,0,5,frac+sup+sub+env+bigop,394,35,2,2,True,63,49,27,19,42,36,155,1,0,2,0
20240107-0503-47cb-d452-2a239a553311_9f7ecc33-d2c3-4bf8-92d9-2ab5da83f68b_8分,5,12,2,2,4,1,0,0,0,0,0,0,3,frac+sup+sub,107,24,0,0,False,18,16,0,6,11,12,42,1,1,0,0
20240107-0503-47cb-d452-2a239a553311_eb218014-43bb-4cf5-8181-aa96da9ac5a8_10分,13,53,2,7,13,2,0,0,0,0,0,0,3,frac+sup+sub,441,29,0,0,False,52,58,0,29,51,70,179,1,1,0,0
20240107-0503-47cb-d452-2a239a553311_f25224c9-cacd-46db-b858-04feb765496f_8分,15,53,2,8,15,3,0,0,0,0,0,0,3,frac+sup+sub,473,31,0,0,False,65,63,0,39,57,62,185,1,1,0,0
20240108-0304-5458-b6c9-ec0c08384229_0f6f6c8a-a955-4d89-97bd-97d0eed9816b_3分,10,23,3,1,4,0,3,1,0,0,0,0,4,frac+sup+sqrt+env,283,47,0,0,False,38,52,0,7,42,32,81,22,5,4,0
20240108-0304-5458-b6c9-ec0c08384229_11633fc9-8429-4ab7-b2c7-cc57defd62ec_4分,7,8,1,1,2,0,0,2,0,0,0,0,3,frac+sup+env,145,30,0,0,False,25,30,0,2,33,8,38,3,2,4,0
20240108-0304-5458-b6c9-ec0c08384229_3b04259a-8810-4802-9d75-26624894bf00_12分,16,27,3,4,5,0,1,5,0,0,0,0,4,frac+sup+sqrt+env,402,59,0,0,False,51,65,0,13,54,32,120,51,9,7,0
20240108-0304-5458-b6c9-ec0c08384229_58890192-aa78-4b68-a667-750f307ead8c_5分,4,16,2,0,3,0,0,1,0,0,0,0,2,sup+env,160,26,0,0,False,20,27,0,1,22,22,58,5,1,4,0
20240108-0304-5458-b6c9-ec0c08384229_98f7a5b9-5e2c-4d4e-8d3e-9afdb032d58a_1分,15,74,2,2,9,11,0,1,0,0,0,6,5,frac+sup+sub+env+textcircled,548,47,0,0,False,47,115,0,7,57,44,237,32,7,2,0
20240108-0304-5458-b6c9-ec0c08384229_b4363865-bd1d-4788-adf5-f443dab92d92_4分,16,22,2,3,3,5,0,2,0,0,0,0,4,frac+sup+sub+env,359,60,1,1,True,59,59,0,10,58,22,96,43,6,6,0
20240108-0304-5458-b6c9-ec0c08384229_bf95d54d-af0d-4946-9844-278832ed4c6b_12分,31,23,3,4,6,0,1,0,0,0,0,6,4,frac+sup+sqrt+textcircled,410,45,1,1,True,68,106,0,3,100,24,77,23,9,0,0
20240108-0304-5458-b6c9-ec0c08384229_c9dd4c88-ab33-4fce-b97b-72a3cf8622af_5分,9,25,3,1,4,1,2,1,0,0,0,0,5,frac+sup+sub+sqrt+env,327,50,1,1,True,44,58,0,12,49,38,87,27,8,4,0
20240114-1304-2938-a0bd-189ac5244430_7bf41575-c9a2-4336-8cfc-5c04440cfb8f_2分,4,22,2,0,2,4,0,1,0,0,0,0,3,sup+sub+env,160,37,0,0,False,26,28,0,5,12,4,71,10,3,1,0
20240114-1304-2938-a0bd-189ac5244430_928e32c3-7846-47b7-a30b-335b793b2855_10分,16,48,2,2,10,9,0,0,0,0,0,0,3,frac+sup+sub,411,38,0,0,False,56,91,0,8,78,14,150,13,1,0,0
20240114-1304-2938-a0bd-189ac5244430_9d8cfaaf-4d2b-41a5-96a7-1e8616e24e49_3分,17,62,3,7,10,8,0,0,0,0,0,0,3,frac+sup+sub,547,53,0,0,False,55,135,0,21,70,22,222,21,1,0,0
20240114-1304-2938-a0bd-189ac5244430_a89c5edb-e82a-451a-bd0f-29ec0d24ebd6_6分,11,31,2,1,6,9,0,0,0,0,0,0,3,frac+sup+sub,229,38,0,0,False,41,45,0,3,24,8,95,12,1,0,0
20240114-1304-2938-a0bd-189ac5244430_cad0aee5-0721-45fb-a0cc-64f1ebc7068b_6分,23,36,1,3,7,14,0,0,0,0,0,0,3,frac+sup+sub,348,50,0,0,False,45,74,0,13,43,10,114,48,1,0,0
20240114-1304-2938-a0bd-189ac5244430_e6bfa96b-916c-4456-acd6-ffb87c04d05f_8分,20,66,2,1,12,13,0,0,0,0,0,2,4,frac+sup+sub+textcircled,524,54,0,0,False,65,121,0,12,87,8,202,24,5,0,0
20240114-1304-2938-a0bd-189ac5244430_f07f27bf-ba20-4b02-85d0-d1cb9b8be182_12分,19,44,2,2,8,10,0,2,0,0,0,0,4,frac+sup+sub+env,370,44,0,0,False,56,64,0,12,52,16,148,16,4,2,0
20240114-1304-2938-a0bd-189ac5244430_f9f66a78-eff6-45e2-b42e-60d87ff3cb7a_4分,11,41,2,3,5,10,0,1,0,0,0,0,4,frac+sup+sub+env,339,54,0,0,False,54,52,0,6,44,8,136,37,1,1,0
20240126-0852-363c-e92a-bf40bf584458_15682ace-80d8-4097-8950-1da24041e9af_7分,12,8,2,0,0,5,1,1,0,0,0,0,3,sub+sqrt+env,197,51,1,1,True,29,22,0,16,30,36,29,32,2,1,0
20240126-0852-363c-e92a-bf40bf584458_2dc3008e-0888-4d86-a6ce-3fd776eb1726_12分,20,26,2,7,0,13,0,1,0,0,0,0,3,frac+sub+env,471,57,0,0,False,52,69,0,30,68,72,97,67,15,1,0
20240126-0852-363c-e92a-bf40bf584458_361eb277-998d-494e-a29d-7d379a2b1995_2分,4,1,1,0,0,1,0,0,0,0,0,0,1,sub,53,23,0,0,False,7,9,0,3,10,14,3,7,0,0,0
20240126-0852-363c-e92a-bf40bf584458_c2871a5d-2b5e-48ec-819c-162ae3bd6dfe_12分,13,12,2,0,0,6,0,2,0,0,0,0,2,sub+env,285,44,0,0,False,36,44,0,24,48,58,46,17,10,2,0
20240128-0622-47ec-5441-ae5456917290_70313140-3094-48cb-a045-47a907370afa_2分,8,5,2,0,3,0,0,1,0,0,0,0,2,sup+env,116,33,0,0,False,19,20,0,8,25,14,22,5,2,1,0
20240128-0622-47ec-5441-ae5456917290_8f78321c-405b-4374-906c-a934bab2ff24_2分,18,6,2,0,4,0,0,1,0,0,0,0,2,sup+env,279,49,0,0,False,51,45,0,22,57,48,23,21,10,2,0
20240128-0622-47ec-5441-ae5456917290_c3236745-8293-40ee-9005-e9e67b2b120d_4分,22,15,2,5,5,0,0,3,0,0,0,0,3,frac+sup+env,460,57,0,0,False,77,78,0,30,81,58,75,41,16,4,0
20240128-0622-47ec-5441-ae5456917290_e0dfcb46-fdea-46ab-9959-8ed605da1112_8分,23,34,2,0,7,7,0,1,0,0,0,0,3,sup+sub+env,474,49,0,0,False,85,80,0,33,68,62,107,23,15,1,0
20240130-0218-539a-df87-74f3dd034380_1a97fa1b-0a0f-4208-a2bb-6cca5b4d9949_3分,26,48,3,6,2,1,6,1,0,4,0,0,6,frac+sup+sub+sqrt+env+accent,650,88,0,0,False,162,71,2,52,56,26,202,54,23,2,0
20240130-0218-539a-df87-74f3dd034380_482ae86d-2b79-436e-a4c4-b26621d3be35_8分,34,13,2,2,2,1,2,2,0,2,0,0,6,frac+sup+sub+sqrt+env+accent,526,82,1,1,True,141,80,1,52,64,40,71,42,32,3,0
20240130-0218-539a-df87-74f3dd034380_4ce8c6ca-8770-4d1e-844a-597d691e277e_3分,8,10,2,1,1,1,2,0,0,0,0,0,4,frac+sup+sub+sqrt,127,36,0,0,False,43,15,0,8,19,2,32,4,4,0,0
20240130-0218-539a-df87-74f3dd034380_549c67fa-eb96-4e6b-aa5c-1535661afda4_12分,23,34,2,5,3,2,3,1,0,3,1,0,7,frac+sup+sub+sqrt+env+accent+stackrel,714,102,0,0,False,189,87,0,59,71,36,155,77,39,1,0
20240130-0218-539a-df87-74f3dd034380_5c19e04b-89cf-45d5-94f4-8e2176b84201_3分,20,11,2,3,0,0,2,1,0,3,0,0,4,frac+sqrt+env+accent,399,71,0,0,False,77,62,6,28,42,34,70,39,40,1,0
20240130-0218-539a-df87-74f3dd034380_8aa38922-e3eb-430e-ba52-7776716d5921_12分,29,30,2,4,2,4,4,1,0,4,1,0,7,frac+sup+sub+sqrt+env+accent+stackrel,593,98,0,0,False,155,70,0,41,57,36,131,64,38,1,0
20240130-0218-539a-df87-74f3dd034380_ca781ed8-afd4-4599-84c5-58e6aa6c4fcf_9分,26,31,2,3,1,6,4,1,0,3,0,0,6,frac+sup+sub+sqrt+env+accent,570,92,0,0,False,135,86,1,36,64,34,128,56,29,1,0
20240130-0218-539a-df87-74f3dd034380_dfbfd5b3-a30d-4106-97aa-e53d6102fdc6_6分,36,30,3,6,2,3,6,1,0,4,1,0,7,frac+sup+sub+sqrt+env+accent+stackrel,477,84,0,0,False,118,59,0,34,41,22,127,50,25,1,0
20240226-0219-20b0-6476-9a4088775643_3649c4a2-333d-42f9-80de-d18fdaf26eb0_10分,12,39,2,2,2,10,1,0,0,0,0,0,4,frac+sup+sub+sqrt,317,52,0,0,False,35,62,13,12,33,24,121,16,1,0,0
20240226-0219-20b0-6476-9a4088775643_7c0911d6-db21-444e-9a62-a171ef5f147d_6分,7,12,1,1,2,4,0,0,0,0,0,0,3,frac+sup+sub,114,26,2,1,True,9,28,11,2,16,4,38,3,3,0,0
20240226-0219-20b0-6476-9a4088775643_8702a922-7717-41c3-8940-e4ff1a9d03cb_8分,17,42,1,6,4,10,0,0,0,0,0,0,3,frac+sup+sub,348,40,5,2,True,43,77,11,3,34,16,150,11,3,0,0
20240226-0219-20b0-6476-9a4088775643_92fb9ba0-02ef-4cb8-839d-a2a9501b4e3c_6分,7,14,2,3,3,3,0,0,0,0,0,0,3,frac+sup+sub,136,29,4,3,True,18,22,14,7,10,4,54,5,2,0,0
20240226-0219-20b0-6476-9a4088775643_970caa9d-fae1-4f5a-8f2f-35aff9a2e108_12分,16,90,2,7,5,15,1,0,0,1,0,0,5,frac+sup+sub+sqrt+accent,732,81,21,7,True,107,126,12,15,64,42,292,66,8,0,0
20240226-0219-20b0-6476-9a4088775643_c1278940-44f6-4e65-adb7-ecd01437b1d7_10分,17,53,2,7,4,11,0,0,0,0,0,0,3,frac+sup+sub,504,60,8,4,True,54,99,12,19,46,48,173,46,7,0,0
20240226-0219-20b0-6476-9a4088775643_c9815394-6291-434e-a73c-cadb1b5a525a_10分,21,39,2,8,12,3,0,0,0,4,0,0,4,frac+sup+sub+accent,422,56,10,5,True,67,83,27,7,46,24,141,24,3,0,0
20240226-0219-20b0-6476-9a4088775643_d2f81724-b65c-4e95-8a6a-ab70221a16e4_1分,3,16,2,3,3,1,0,0,0,0,0,0,3,frac+sup+sub,139,32,4,2,True,6,31,7,0,11,6,66,10,2,0,0
20240228-0137-3868-43cf-8a74c8283747_304265bb-9c27-4fc3-970a-867a4340b576_5分,21,71,2,15,1,9,0,0,0,0,0,0,3,frac+sup+sub,789,80,6,3,True,55,192,0,7,93,39,333,61,9,0,0
20240228-0137-3868-43cf-8a74c8283747_6851612c-27d4-469a-9350-a49ef1a595b9_11分,20,58,2,15,5,3,0,0,0,0,0,0,3,frac+sup+sub,662,77,10,3,True,45,153,0,4,88,53,262,53,4,0,0
20240228-0137-3868-43cf-8a74c8283747_77031825-8f52-4e66-bff9-9095ed028cf7_3分,6,4,2,2,1,0,0,0,0,0,0,0,2,frac+sup,105,40,0,0,False,7,40,0,0,11,13,16,13,5,0,0
20240228-0137-3868-43cf-8a74c8283747_7d614bd7-7839-42cd-8dc6-ee34045798eb_7分,13,32,2,9,1,0,0,0,0,0,0,0,2,frac+sup,445,74,10,3,True,22,107,0,12,55,33,156,55,5,0,0
20240307-0227-5720-d60a-6005ea993541_91a94467-3545-4988-b54d-cba335a92785_12分,23,73,3,22,1,0,12,1,0,0,0,3,5,frac+sup+sqrt+env+textcircled,737,52,0,0,False,35,119,55,52,85,46,320,16,8,1,0
20240307-0227-5720-d60a-6005ea993541_9da2dcf5-f807-4483-89b3-94b0cf81b5ef_15分,21,59,2,20,2,0,10,0,0,0,0,0,3,frac+sup+sqrt,594,53,0,0,False,33,95,44,28,69,40,259,19,7,0,0
20240307-0227-5720-d60a-6005ea993541_9f946f14-3a6f-4532-a69a-d541a0c53677_2分,20,61,2,19,0,0,13,0,0,0,0,2,3,frac+sqrt+textcircled,581,54,0,0,False,24,89,48,49,53,29,267,17,5,0,0
20240307-0227-5720-d60a-6005ea993541_d450a586-603d-433f-a015-f1a72b6c1c56_1分,6,18,2,4,4,0,3,0,0,0,0,0,3,frac+sup+sqrt,165,26,0,0,False,17,31,2,19,15,6,70,4,1,0,0
20240315-0316-531a-a494-dc7837995835_118d3fd7-7565-4986-8275-cd7b8834090b_13分,20,58,2,5,0,12,7,2,0,5,0,0,5,frac+sub+sqrt+env+accent,605,71,0,0,False,63,103,16,22,50,36,235,48,28,4,0
20240315-0316-531a-a494-dc7837995835_2e72855d-d1f0-48cf-b7b4-ba2761c7cf0a_4分,20,44,3,4,0,10,11,2,0,4,0,0,5,frac+sub+sqrt+env+accent,544,83,0,0,False,69,85,13,18,51,40,180,46,39,3,0
20240315-0316-531a-a494-dc7837995835_50767a87-8a80-4b06-842e-bcb877db16f4_13分,48,117,2,8,0,31,9,0,0,5,0,2,5,frac+sub+sqrt+accent+textcircled,1032,88,5,4,True,180,160,13,53,71,34,411,75,35,0,0
20240315-0316-531a-a494-dc7837995835_78c91c85-57dd-4b67-be36-566cf5805421_3分,13,20,1,1,0,10,0,0,0,0,3,0,3,frac+sub+stackrel,220,50,0,0,False,59,20,0,7,12,2,70,41,9,0,0
20240315-0316-531a-a494-dc7837995835_8bf76ab7-676c-49f2-8f62-3a49500205c7_4分,14,27,2,2,0,5,6,1,0,3,0,0,5,frac+sub+sqrt+env+accent,291,59,0,0,False,43,45,0,15,19,18,105,24,20,2,0
20240315-0316-531a-a494-dc7837995835_bc8c3467-a03e-4b54-a88f-e9f479b047a2_3分,31,80,3,6,0,18,10,2,0,3,0,0,5,frac+sub+sqrt+env+accent,801,80,1,1,True,134,126,9,38,55,40,300,55,41,3,0
20240315-0316-531a-a494-dc7837995835_cb0fe4cf-25f4-4c56-8b61-5575e942f292_3分,16,47,2,0,0,11,4,1,0,5,0,0,4,sub+sqrt+env+accent,493,74,0,0,False,88,66,1,20,25,24,157,82,28,2,0
20240315-0316-531a-a494-dc7837995835_cde30d61-d667-4ba7-9714-717ed8a8d415_10分,22,41,2,3,1,11,7,1,0,1,0,0,6,frac+sup+sub+sqrt+env+accent,458,74,0,0,False,65,74,4,19,35,27,159,48,24,3,0
20240320-0800-50c2-65d8-a16c59045113_0327eeca-591b-4af0-8197-57a0be95e2a7_17分,29,76,2,5,16,8,3,0,0,0,0,0,4,frac+sup+sub+sqrt,1020,90,7,5,True,200,127,25,52,125,126,268,77,20,0,0
20240320-0800-50c2-65d8-a16c59045113_48cc126e-aaad-4a1e-8329-56c815efc300_7分,8,10,1,0,5,2,0,0,0,0,0,0,2,sup+sub,229,50,1,1,True,57,25,7,21,29,36,34,18,2,0,0
20240320-0800-50c2-65d8-a16c59045113_57ce7df6-c3dd-4a9a-b821-9c93ab325fca_7分,17,31,2,3,9,0,2,1,0,0,0,0,4,frac+sup+sqrt+env,456,62,0,0,False,85,50,12,36,52,58,126,28,8,1,0
20240320-0800-50c2-65d8-a16c59045113_84ba48a1-c4b9-4aaa-b637-23c84c542c9d_17分,30,93,2,4,10,13,2,1,0,0,0,0,5,frac+sup+sub+sqrt+env,931,74,5,3,True,152,132,19,56,92,100,318,43,17,2,0
20240320-0800-50c2-65d8-a16c59045113_a02c283b-14c8-4e89-8d9e-2c4ea330d288_3分,16,38,2,7,6,0,5,0,0,0,0,0,3,frac+sup+sqrt,425,40,0,0,False,55,71,13,16,51,52,160,6,1,0,0
20240320-0800-50c2-65d8-a16c59045113_d6fb3de0-2eab-4d7f-87ce-0d947a860c23_2分,6,2,1,0,2,0,0,0,0,0,0,0,1,sup,92,29,0,0,False,27,8,0,16,14,18,6,2,1,0,0
20240320-0800-50c2-65d8-a16c59045113_f2c7a282-3653-40ce-890d-8f1720f3bf88_1分,4,4,2,0,2,0,0,1,0,0,0,0,2,sup+env,75,27,0,0,False,13,10,0,6,10,8,22,3,1,2,0
20240320-0800-50c2-65d8-a16c59045113_f6a64b1f-f6d2-40d7-bf21-8908a7304def_17分,22,46,2,8,11,0,2,0,0,0,0,0,3,frac+sup+sqrt,664,74,0,0,False,128,69,21,43,82,79,188,51,3,0,0
20240322-0713-384c-3972-9016bd015581_0d6ac8f7-dedf-4190-b4dc-e5534eefc476_2分,8,9,2,1,2,0,3,0,0,0,0,0,3,frac+sup+sqrt,125,31,0,0,False,27,37,0,12,12,4,29,1,3,0,0
20240322-0713-384c-3972-9016bd015581_4da932e8-2afc-4094-a56a-04feedc3efdd_12分,16,38,2,7,9,0,10,0,0,0,0,0,3,frac+sup+sqrt,449,63,4,2,True,101,77,0,41,37,8,154,29,2,0,0
20240322-0713-384c-3972-9016bd015581_9ba1d9e5-a699-4fec-b3b0-0bc363fd69c0_12分,15,51,3,5,6,0,11,0,0,0,0,0,3,frac+sup+sqrt,497,62,9,3,True,82,118,0,30,46,14,175,30,2,0,0
20240322-0713-384c-3972-9016bd015581_acb04367-5e57-45fc-9642-e1eb0c76170b_8分,19,52,3,11,2,0,12,0,0,0,0,0,3,frac+sup+sqrt,567,62,4,2,True,138,85,0,59,38,4,210,32,1,0,0
20240325-1338-01c7-4006-b59fe8869615_30dbf5f9-c6f9-4728-a619-c2b86fd557a5_3分,11,10,2,4,3,0,1,0,0,0,0,0,3,frac+sup+sqrt,176,35,0,0,False,47,39,0,14,26,4,40,2,4,0,0
20240325-1338-01c7-4006-b59fe8869615_4ebde6ac-a995-4a88-97af-804a33c2f0c1_5分,12,5,1,2,2,0,0,0,0,0,0,0,2,frac+sup,110,33,0,0,False,22,30,0,11,14,6,21,3,3,0,0
20240325-1338-01c7-4006-b59fe8869615_880de39f-0515-4b48-9f0c-3e4da47ffd6a_5分,8,3,1,1,1,0,0,0,0,0,0,0,2,frac+sup,105,40,1,1,True,22,28,0,6,12,4,13,15,5,0,0
20240325-1338-01c7-4006-b59fe8869615_b9e4d971-96d5-4eb9-891c-4aab9e7970c4_4分,12,7,1,1,5,0,0,0,0,0,0,0,2,frac+sup,182,47,0,0,False,46,38,2,20,21,6,25,8,16,0,0
20240325-1338-01c7-4006-b59fe8869615_bc0d6eca-dc6f-4e29-a1b9-9b327f7fe351_11分,30,25,2,8,7,0,4,0,0,0,0,0,3,frac+sup+sqrt,410,53,0,0,False,77,107,6,29,49,6,103,26,7,0,0
20240325-1338-01c7-4006-b59fe8869615_d154674d-4de8-4239-bd14-948656849a1c_9分,24,33,3,10,8,0,3,0,0,0,0,0,3,frac+sup+sqrt,466,54,1,1,True,84,107,12,38,51,6,139,22,7,0,0
20240325-1338-01c7-4006-b59fe8869615_f7419769-d50a-4a18-ae2b-719d76c58363_12分,16,20,3,7,3,0,2,0,0,0,0,0,3,frac+sup+sqrt,338,61,2,1,True,57,70,14,23,39,8,90,29,8,0,0
20240325-1338-01c7-4006-b59fe8869615_f9229899-fa73-41f5-8220-cd098a2d91a6_12分,21,36,3,12,8,0,4,0,0,0,0,0,3,frac+sup+sqrt,464,58,1,1,True,55,118,14,36,45,10,156,27,3,0,0
20240326-0844-5208-9989-f91532464431_1574b0c3-a5df-42ba-a15b-a79323b9cc3f_9分,24,23,2,8,3,0,1,2,0,2,0,0,5,frac+sup+sqrt+env+accent,385,52,1,1,True,70,64,0,23,78,24,101,22,1,2,0
