image_id,relative_path,foreground_density
20231011-0527-43a1-7adb-7d1efd377690_61606850-c66a-4e82-acc3-08a44f86957a_2分,20231011-0527-43a1-7adb-7d1efd377690_61606850-c66a-4e82-acc3-08a44f86957a_2分.jpg,0.0303000795235081
20231011-0527-43a1-7adb-7d1efd377690_8d89f7bc-86a3-4cb6-9971-91186ea07998_5分,20231011-0527-43a1-7adb-7d1efd377690_8d89f7bc-86a3-4cb6-9971-91186ea07998_5分.jpg,0.0361762407869813
20231011-0527-43a1-7adb-7d1efd377690_afe9c0f2-8396-4eb8-bdb3-1ac3f20ecde1_6分,20231011-0527-43a1-7adb-7d1efd377690_afe9c0f2-8396-4eb8-bdb3-1ac3f20ecde1_6分.jpg,0.0727257551835184
20231011-0527-43a1-7adb-7d1efd377690_ba9131a3-e47c-46e8-8f72-f3fe70bad66e_6分,20231011-0527-43a1-7adb-7d1efd377690_ba9131a3-e47c-46e8-8f72-f3fe70bad66e_6分.jpg,0.0583153072320023
20231011-0527-43a1-7adb-7d1efd377690_e035e2ef-5f5c-4793-9801-182bfd3cf85b_9分,20231011-0527-43a1-7adb-7d1efd377690_e035e2ef-5f5c-4793-9801-182bfd3cf85b_9分.jpg,0.0708443170831797
20231011-0527-43a1-7adb-7d1efd377690_ed34f512-3172-46d5-83ba-b112cbf11332_9分,20231011-0527-43a1-7adb-7d1efd377690_ed34f512-3172-46d5-83ba-b112cbf11332_9分.jpg,0.0529932602088013
20231011-0527-43a1-7adb-7d1efd377690_f79c3969-0a37-423a-9b21-a4a57fe61c2a_3分,20231011-0527-43a1-7adb-7d1efd377690_f79c3969-0a37-423a-9b21-a4a57fe61c2a_3分.jpg,0.0411910905849267
20231012-0444-57a3-1ada-7918f3305178_2f63f1d7-3752-404e-968a-81b81d20cbff_3分,20231012-0444-57a3-1ada-7918f3305178_2f63f1d7-3752-404e-968a-81b81d20cbff_3分.jpg,0.0173830617914257
20231012-0444-57a3-1ada-7918f3305178_32f6dcf7-e07e-466b-af46-532ff95a13b8_12分,20231012-0444-57a3-1ada-7918f3305178_32f6dcf7-e07e-466b-af46-532ff95a13b8_12分.jpg,0.0744913281777911
20231012-0444-57a3-1ada-7918f3305178_a25ac8bb-b56f-45f4-88e7-ef245076f684_7分,20231012-0444-57a3-1ada-7918f3305178_a25ac8bb-b56f-45f4-88e7-ef245076f684_7分.jpg,0.0869922666866881
20231012-0444-57a3-1ada-7918f3305178_c81f14d0-4c41-473b-b08a-87d6df0f62cf_12分,20231012-0444-57a3-1ada-7918f3305178_c81f14d0-4c41-473b-b08a-87d6df0f62cf_12分.jpg,0.0606802312485922
20231016-0054-551b-17d1-34fa2a790459_1fee0761-64a8-40f4-bc80-6c357b71da50_8分,20231016-0054-551b-17d1-34fa2a790459_1fee0761-64a8-40f4-bc80-6c357b71da50_8分.jpg,0.0247304205439514
20231016-0054-551b-17d1-34fa2a790459_4c0f9d25-02a5-4e8f-acb5-b051e69847e4_7分,20231016-0054-551b-17d1-34fa2a790459_4c0f9d25-02a5-4e8f-acb5-b051e69847e4_7分.jpg,0.0416689963656695
20231016-0054-551b-17d1-34fa2a790459_603221ec-5f7d-4518-b842-57bec0ffc30e_6分,20231016-0054-551b-17d1-34fa2a790459_603221ec-5f7d-4518-b842-57bec0ffc30e_6分.jpg,0.0618535085266983
20231016-0054-551b-17d1-34fa2a790459_89af856f-ddfa-4ae8-9dc3-491fa64c1625_2分,20231016-0054-551b-17d1-34fa2a790459_89af856f-ddfa-4ae8-9dc3-491fa64c1625_2分.jpg,0.0305383601581532
20231016-0054-551b-17d1-34fa2a790459_91a063e6-8dc6-42bf-9b3b-e2bd099583e3_6分,20231016-0054-551b-17d1-34fa2a790459_91a063e6-8dc6-42bf-9b3b-e2bd099583e3_6分.jpg,0.0241992491712927
20231016-0054-551b-17d1-34fa2a790459_9b9d588c-f7b2-47f7-ab11-5fcf29e18523_7分,20231016-0054-551b-17d1-34fa2a790459_9b9d588c-f7b2-47f7-ab11-5fcf29e18523_7分.jpg,0.0385708295059706
20231016-0054-551b-17d1-34fa2a790459_9f73bb29-2539-4b08-bee8-b38cd32ea063_11分,20231016-0054-551b-17d1-34fa2a790459_9f73bb29-2539-4b08-bee8-b38cd32ea063_11分.jpg,0.0372958185231039
20231016-0054-551b-17d1-34fa2a790459_e5cec842-3fbf-445e-a3d9-d153fab3fcd4_7分,20231016-0054-551b-17d1-34fa2a790459_e5cec842-3fbf-445e-a3d9-d153fab3fcd4_7分.jpg,0.0218359359399337
20231017-0130-01b5-a24c-eefa96473598_1d7a2572-bb1f-4a60-bfa2-c848aff5fd3c_1分,20231017-0130-01b5-a24c-eefa96473598_1d7a2572-bb1f-4a60-bfa2-c848aff5fd3c_1分.jpg,0.0598019670388091
20231017-0130-01b5-a24c-eefa96473598_449c31db-1b5c-47f7-b368-20ffe4771a1d_7分,20231017-0130-01b5-a24c-eefa96473598_449c31db-1b5c-47f7-b368-20ffe4771a1d_7分.jpg,0.1028159888357256
20231017-0130-01b5-a24c-eefa96473598_4f9f8fd2-4871-40b1-80c3-d4612afe09bf_8分,20231017-0130-01b5-a24c-eefa96473598_4f9f8fd2-4871-40b1-80c3-d4612afe09bf_8分.jpg,0.0712519936204146
20231017-0130-01b5-a24c-eefa96473598_98841a3f-dd14-416c-8eb8-cbc365a72e56_6分,20231017-0130-01b5-a24c-eefa96473598_98841a3f-dd14-416c-8eb8-cbc365a72e56_6分.jpg,0.0885848617756512
20231017-0130-01b5-a24c-eefa96473598_b0b7b3c3-c38e-4580-b938-f5270879bbdc_5分,20231017-0130-01b5-a24c-eefa96473598_b0b7b3c3-c38e-4580-b938-f5270879bbdc_5分.jpg,0.155364500265816
20231017-0130-01b5-a24c-eefa96473598_d6ab895c-219b-458a-8021-9bf0e3b8e46f_5分,20231017-0130-01b5-a24c-eefa96473598_d6ab895c-219b-458a-8021-9bf0e3b8e46f_5分.jpg,0.0954512227538543
20231017-0130-01b5-a24c-eefa96473598_eae3d12c-b46d-458e-a932-81b663bd38d5_5分,20231017-0130-01b5-a24c-eefa96473598_eae3d12c-b46d-458e-a932-81b663bd38d5_5分.jpg,0.0462802365762892
20231017-0130-01b5-a24c-eefa96473598_f88758ca-0fb0-4347-9433-985b6c6a3a18_3分,20231017-0130-01b5-a24c-eefa96473598_f88758ca-0fb0-4347-9433-985b6c6a3a18_3分.jpg,0.1178728070175438
20231025-0110-57b2-5fd7-e64e8a782916_158041de-5d4c-4f26-8e00-6fd96f230801_4分,20231025-0110-57b2-5fd7-e64e8a782916_158041de-5d4c-4f26-8e00-6fd96f230801_4分.jpg,0.041558608058608
20231025-0110-57b2-5fd7-e64e8a782916_1e1487c7-9ffa-452c-8dca-2f6f5a509ae6_10分,20231025-0110-57b2-5fd7-e64e8a782916_1e1487c7-9ffa-452c-8dca-2f6f5a509ae6_10分.jpg,0.0620970695970696
20231025-0110-57b2-5fd7-e64e8a782916_a8f8f0aa-ccb0-48aa-bfc1-5c887d5d1f4f_8分,20231025-0110-57b2-5fd7-e64e8a782916_a8f8f0aa-ccb0-48aa-bfc1-5c887d5d1f4f_8分.jpg,0.0832893772893772
20231025-0110-57b2-5fd7-e64e8a782916_ca1d9d06-c57a-47fd-8663-4518ec2c7b55_10分,20231025-0110-57b2-5fd7-e64e8a782916_ca1d9d06-c57a-47fd-8663-4518ec2c7b55_10分.jpg,0.085518315018315
20231025-0336-4028-0ac4-4f2bf6409251_007646ac-7b54-43e2-bf1c-012dc6033419_2分,20231025-0336-4028-0ac4-4f2bf6409251_007646ac-7b54-43e2-bf1c-012dc6033419_2分.jpg,0.0209078762690952
20231025-0336-4028-0ac4-4f2bf6409251_15f189d5-c0c8-4cc6-b3d8-747dc7689dc5_6分,20231025-0336-4028-0ac4-4f2bf6409251_15f189d5-c0c8-4cc6-b3d8-747dc7689dc5_6分.jpg,0.0333014327360595
20231025-0336-4028-0ac4-4f2bf6409251_168c2fd3-6437-4d84-8879-65fb5d07329a_6分,20231025-0336-4028-0ac4-4f2bf6409251_168c2fd3-6437-4d84-8879-65fb5d07329a_6分.jpg,0.0486776756674415
20231025-0336-4028-0ac4-4f2bf6409251_2c96bd9d-bc8f-460a-8abd-c92c7157fe70_4分,20231025-0336-4028-0ac4-4f2bf6409251_2c96bd9d-bc8f-460a-8abd-c92c7157fe70_4分.jpg,0.0726519629332889
20231025-0336-4028-0ac4-4f2bf6409251_35308f9a-0e9a-41fe-917f-8891e41d8564_10分,20231025-0336-4028-0ac4-4f2bf6409251_35308f9a-0e9a-41fe-917f-8891e41d8564_10分.jpg,0.039972649986104
20231025-0336-4028-0ac4-4f2bf6409251_39942599-d8c9-41ee-a082-97fe379e939c_12分,20231025-0336-4028-0ac4-4f2bf6409251_39942599-d8c9-41ee-a082-97fe379e939c_12分.jpg,0.0213334759751291
20231025-0336-4028-0ac4-4f2bf6409251_c5e72bba-1ff3-4a12-8d74-0778d7077b67_12分,20231025-0336-4028-0ac4-4f2bf6409251_c5e72bba-1ff3-4a12-8d74-0778d7077b67_12分.jpg,0.0208183375331264
20231025-0336-4028-0ac4-4f2bf6409251_f58510da-e156-48d3-897a-74b6be900ff6_12分,20231025-0336-4028-0ac4-4f2bf6409251_f58510da-e156-48d3-897a-74b6be900ff6_12分.jpg,0.028416338842485
20231026-0253-38b8-003b-ae1ecf959563_1e49c05f-a65f-4243-8251-c551ada132cb_6分,20231026-0253-38b8-003b-ae1ecf959563_1e49c05f-a65f-4243-8251-c551ada132cb_6分.jpg,0.0461512752490965
20231026-0253-38b8-003b-ae1ecf959563_242df9e8-2cc3-4dc3-8fc4-9346b4d99a17_5分,20231026-0253-38b8-003b-ae1ecf959563_242df9e8-2cc3-4dc3-8fc4-9346b4d99a17_5分.jpg,0.0634080448965666
20231026-0253-38b8-003b-ae1ecf959563_3b4ab821-f6c0-4f34-ae89-08f035d1b326_2分,20231026-0253-38b8-003b-ae1ecf959563_3b4ab821-f6c0-4f34-ae89-08f035d1b326_2分.jpg,0.0256414541251505
20231026-0253-38b8-003b-ae1ecf959563_e487aea0-8ca0-45f8-9955-2d3c1ebe33bf_5分,20231026-0253-38b8-003b-ae1ecf959563_e487aea0-8ca0-45f8-9955-2d3c1ebe33bf_5分.jpg,0.0974926715824507
20231029-0503-5032-51e8-8827cf205680_30d0ec1a-50fb-4300-a586-0e1e57675014_8分,20231029-0503-5032-51e8-8827cf205680_30d0ec1a-50fb-4300-a586-0e1e57675014_8分.jpg,0.0644848875332343
20231029-0503-5032-51e8-8827cf205680_874afe63-65b8-4290-9568-9c69298eba04_2分,20231029-0503-5032-51e8-8827cf205680_874afe63-65b8-4290-9568-9c69298eba04_2分.jpg,0.104824897646272
20231029-0503-5032-51e8-8827cf205680_8a8562fa-fafa-4dc3-a2cb-9668d237c230_8分,20231029-0503-5032-51e8-8827cf205680_8a8562fa-fafa-4dc3-a2cb-9668d237c230_8分.jpg,0.0602765589573784
20231029-0503-5032-51e8-8827cf205680_8bbe5be7-6eac-4145-af34-59da898bfc54_6分,20231029-0503-5032-51e8-8827cf205680_8bbe5be7-6eac-4145-af34-59da898bfc54_6分.jpg,0.038719069600535
20231029-0503-5032-51e8-8827cf205680_8f42a590-5b29-4739-af53-5c57ee0e6bbe_6分,20231029-0503-5032-51e8-8827cf205680_8f42a590-5b29-4739-af53-5c57ee0e6bbe_6分.jpg,0.1403917986526824
20231029-0503-5032-51e8-8827cf205680_ab789f7f-5503-47e4-a9bb-8775e9da072e_3分,20231029-0503-5032-51e8-8827cf205680_ab789f7f-5503-47e4-a9bb-8775e9da072e_3分.jpg,0.0840462753029833
20231029-0503-5032-51e8-8827cf205680_bdbd172b-1af0-4e7f-b836-b9cce01ad778_6分,20231029-0503-5032-51e8-8827cf205680_bdbd172b-1af0-4e7f-b836-b9cce01ad778_6分.jpg,0.0742778149314107
